invoice_id,carrier,invoice_date,service_month,shipment_ref,destination_city,destination_state,destination_zip,weight_lbs,base_charge,fuel_surcharge,accessorial_fees,accessorial_detail,adjustments,total_charge
HF-INV-2026-3160,Heartland Freight,2026-01-09,December 2025,HFL-1552000,St. Louis,MO,63101,299.5,497.53,0.0,0.0,,0.0,497.53
HF-INV-2026-3161,Heartland Freight,2026-01-09,December 2025,HFL-3419132,Rockford,IL,61101,2317.5,625.87,0.0,0.0,,0.0,625.87
CE-INV-2026-5094,Coastal Express,2026-01-09,December 2025,CEX-9401909,San Diego,CA,92101,18.7,21.99,2.09,0.0,,0.0,24.08
CE-INV-2026-5095,Coastal Express,2026-01-09,December 2025,CEX-6714198,Los Angeles,CA,90001,34.6,21.99,2.09,12.5,Residential,0.0,36.58
CE-INV-2026-5096,Coastal Express,2026-01-09,December 2025,CEX-5585666,Sacramento,CA,95814,29.6,21.99,2.09,102.5,Residential + Liftgate,0.0,126.58
CE-INV-2026-5097,Coastal Express,2026-01-09,December 2025,CEX-8245206,San Diego,CA,92101,36.4,21.99,2.09,12.5,Residential,0.0,36.58
CE-INV-2026-5098,Coastal Express,2026-01-09,December 2025,CEX-5134741,San Diego,CA,92101,12.5,21.99,2.09,12.5,Residential,0.0,36.58
CE-INV-2026-5099,Coastal Express,2026-01-09,December 2025,CEX-3588336,San Diego,CA,92101,32.7,21.99,2.09,0.0,,0.0,24.08
CE-INV-2026-5100,Coastal Express,2026-01-09,December 2025,CEX-8461429,Los Angeles,CA,90001,34.3,21.99,2.09,12.5,Residential,0.0,36.58
CE-INV-2026-5101,Coastal Express,2026-01-09,December 2025,CEX-9597330,Los Angeles,CA,90001,19.2,21.99,2.09,12.5,Residential,0.0,36.58
CE-INV-2026-5102,Coastal Express,2026-01-09,December 2025,CEX-6443037,Los Angeles,CA,90001,20.7,21.99,2.09,0.0,,0.0,24.08
CE-INV-2026-5103,Coastal Express,2026-01-09,December 2025,CEX-5072543,Los Angeles,CA,90001,38.3,21.99,2.09,12.5,Residential,0.0,36.58
CE-INV-2026-5104,Coastal Express,2026-01-09,December 2025,CEX-5503118,Los Angeles,CA,90001,27.4,21.99,2.09,0.0,,0.0,24.08
CE-INV-2026-5105,Coastal Express,2026-01-09,December 2025,CEX-2290526,Long Beach,CA,90802,24.1,21.99,2.09,12.5,Residential,0.0,36.58
CE-INV-2026-5106,Coastal Express,2026-01-09,December 2025,CEX-4280754,Fresno,CA,93721,20.1,21.99,2.09,12.5,Residential,0.0,36.58
CE-INV-2026-5107,Coastal Express,2026-01-09,December 2025,CEX-7373495,Long Beach,CA,90802,22.8,21.99,2.09,12.5,Residential,0.0,36.58
CE-INV-2026-5108,Coastal Express,2026-01-09,December 2025,CEX-3283789,San Diego,CA,92101,36.9,21.99,2.09,0.0,,0.0,24.08
CE-INV-2026-5109,Coastal Express,2026-01-09,December 2025,CEX-7681351,Fresno,CA,93721,1326.7,573.09,54.44,0.0,,0.0,627.53
CE-INV-2026-5110,Coastal Express,2026-01-09,December 2025,CEX-5067204,Fresno,CA,93721,2423.3,1046.79,99.45,0.0,,0.0,1146.24
CE-INV-2026-5111,Coastal Express,2026-01-09,December 2025,CEX-4352088,Seattle,WA,98101,1339.9,757.69,71.98,0.0,,0.0,829.67
CE-INV-2026-5112,Coastal Express,2026-01-09,December 2025,CEX-8744735,Bakersfield,CA,93301,1821.6,786.87,74.75,90.0,Liftgate,0.0,951.62
CE-INV-2026-5113,Coastal Express,2026-01-09,December 2025,CEX-7864256,Portland,OR,97201,2366.3,1338.11,127.12,0.0,,0.0,1465.23
CE-INV-2026-5114,Coastal Express,2026-01-09,December 2025,CEX-8098909,Long Beach,CA,90802,1904.7,718.06,68.22,0.0,,0.0,786.28
CE-INV-2026-5115,Coastal Express,2026-01-09,December 2025,CEX-9965197,Tacoma,WA,98401,2088.2,1180.84,112.18,0.0,,0.0,1293.02
CE-INV-2026-5116,Coastal Express,2026-01-09,December 2025,CEX-7031903,Bakersfield,CA,93301,1718.4,742.29,70.52,90.0,Liftgate,0.0,902.81
CE-INV-2026-5117,Coastal Express,2026-01-09,December 2025,CEX-5164624,San Francisco,CA,94102,2046.3,883.94,83.97,0.0,,0.0,967.91
CE-INV-2026-5118,Coastal Express,2026-01-09,December 2025,CEX-7704473,San Francisco,CA,94102,1908.0,824.19,78.3,0.0,,0.0,902.49
CE-INV-2026-5119,Coastal Express,2026-01-09,December 2025,CEX-5340909,Portland,OR,97201,2427.0,1372.43,130.38,90.0,Liftgate,0.0,1592.81
CE-INV-2026-5120,Coastal Express,2026-01-09,December 2025,CEX-7276684,Bakersfield,CA,93301,1203.6,519.92,49.39,0.0,,0.0,569.31
CE-INV-2026-5121,Coastal Express,2026-01-09,December 2025,CEX-1412092,Bakersfield,CA,93301,1500.2,648.04,61.56,0.0,,0.0,709.6
CE-INV-2026-5122,Coastal Express,2026-01-09,December 2025,CEX-3376915,Portland,OR,97201,1605.6,907.94,86.25,0.0,,0.0,994.19
CE-INV-2026-5123,Coastal Express,2026-01-09,December 2025,CEX-2637842,Tacoma,WA,98401,1383.9,782.58,74.35,0.0,,0.0,856.93
CE-INV-2026-5124,Coastal Express,2026-01-09,December 2025,CEX-2930810,Long Beach,CA,90802,1573.9,593.34,56.37,90.0,Liftgate,0.0,739.71
CE-INV-2026-5125,Coastal Express,2026-01-09,December 2025,CEX-5092180,Los Angeles,CA,90001,833.4,314.18,29.85,0.0,,0.0,344.03
CE-INV-2026-5126,Coastal Express,2026-01-09,December 2025,CEX-4889890,Long Beach,CA,90802,1691.7,637.76,60.59,0.0,,0.0,698.35
CE-INV-2026-5127,Coastal Express,2026-01-09,December 2025,CEX-1489765,San Diego,CA,92101,2186.6,824.33,78.31,0.0,,0.0,902.64
CE-INV-2026-5128,Coastal Express,2026-01-09,December 2025,CEX-4452490,Fresno,CA,93721,2118.9,915.3,86.95,0.0,,-39.76,962.49
CE-INV-2026-5129,Coastal Express,2026-01-09,December 2025,CEX-4136665,Portland,OR,97201,1297.7,733.83,69.71,0.0,,0.0,803.54
CE-INV-2026-5130,Coastal Express,2026-01-09,December 2025,CEX-9853588,San Diego,CA,92101,1398.8,527.33,50.1,0.0,,0.0,577.43
CE-INV-2026-5131,Coastal Express,2026-01-09,December 2025,CEX-6837206,Long Beach,CA,90802,2422.4,913.21,86.75,0.0,,0.0,999.96
PK-INV-2026-1102,Peak Logistics,2026-02-10,January 2026,PLG-5002586,Pocatello,ID,83201,2934.9,2270.4,317.86,0.0,,0.0,2588.26
PK-INV-2026-1103,Peak Logistics,2026-02-10,January 2026,PLG-7437584,Fort Collins,CO,80521,113.2,170.32,23.84,0.0,,0.0,194.16
PK-INV-2026-1104,Peak Logistics,2026-02-10,January 2026,PLG-3799538,Pueblo,CO,81001,1563.5,425.7,59.60,0.0,,0.0,485.30
PK-INV-2026-1105,Peak Logistics,2026-02-10,January 2026,PLG-1160783,Fort Collins,CO,80521,433.8,170.32,23.84,0.0,,0.0,194.16
PK-INV-2026-1106,Peak Logistics,2026-02-10,January 2026,PLG-9249791,Fort Collins,CO,80521,1956.2,251.55,35.22,0.0,,0.0,286.77
PK-INV-2026-1107,Peak Logistics,2026-02-10,January 2026,PLG-5900455,Pueblo,CO,81001,606.6,425.7,59.60,0.0,,0.0,485.30
PK-INV-2026-1108,Peak Logistics,2026-02-10,January 2026,PLG-9309978,Fort Collins,CO,80521,753.8,251.55,35.22,0.0,,0.0,286.77
PK-INV-2026-1109,Peak Logistics,2026-02-10,January 2026,PLG-1698108,Colorado Springs,CO,80901,909.0,270.9,37.93,0.0,,0.0,308.83
PK-INV-2026-1110,Peak Logistics,2026-02-10,January 2026,PLG-5152891,Idaho Falls,ID,83401,1939.4,1857.6,260.06,0.0,,0.0,2117.66
PK-INV-2026-1111,Peak Logistics,2026-02-10,January 2026,PLG-2969410,Colorado Springs,CO,80901,1050.7,270.9,37.93,0.0,,0.0,308.83
PK-INV-2026-1112,Peak Logistics,2026-02-10,January 2026,PLG-8183451,Casper,WY,82601,388.2,786.1,110.05,0.0,,0.0,896.15
PK-INV-2026-1113,Peak Logistics,2026-02-10,January 2026,PLG-9930189,Fort Collins,CO,80521,1765.7,251.55,35.22,0.0,,0.0,286.77
PK-INV-2026-1114,Peak Logistics,2026-02-10,January 2026,PLG-9630451,Laramie,WY,82070,484.9,340.64,47.69,0.0,,0.0,388.33
PK-INV-2026-1115,Peak Logistics,2026-02-10,January 2026,PLG-1994652,Great Falls,MT,59401,719.2,2747.71,384.68,0.0,,0.0,3132.39
PK-INV-2026-1116,Peak Logistics,2026-02-10,January 2026,PLG-5153279,Great Falls,MT,59401,433.4,1860.43,260.46,0.0,,0.0,2120.89
PK-INV-2026-1117,Peak Logistics,2026-02-10,January 2026,PLG-8583162,Idaho Falls,ID,83401,1350.8,1857.6,260.06,0.0,,0.0,2117.66
PK-INV-2026-1118,Peak Logistics,2026-02-10,January 2026,PLG-8628527,Colorado Springs,CO,80901,1655.0,270.9,37.93,0.0,,0.0,308.83
PK-INV-2026-1119,Peak Logistics,2026-02-10,January 2026,PLG-7009980,Billings,MT,59101,1856.2,2128.5,297.99,150.0,Redelivery,0.0,2576.49
PK-INV-2026-1120,Peak Logistics,2026-02-10,January 2026,PLG-6416778,Provo,UT,84601,2006.4,2528.41,353.98,0.0,,0.0,2882.39
PK-INV-2026-1121,Peak Logistics,2026-02-10,January 2026,PLG-1812172,Pocatello,ID,83201,716.5,1702.8,238.39,0.0,,0.0,1941.19
PK-INV-2026-1122,Peak Logistics,2026-02-10,January 2026,PLG-8177281,Pueblo,CO,81001,458.4,288.23,40.35,0.0,,0.0,328.58
PK-INV-2026-1123,Peak Logistics,2026-02-10,January 2026,PLG-2565985,Fort Collins,CO,80521,2530.1,335.4,46.96,0.0,,0.0,382.36
PK-INV-2026-1124,Peak Logistics,2026-02-10,January 2026,PLG-4928281,Pocatello,ID,83201,353.8,1152.94,161.41,50.0,Appointment Delivery,0.0,1364.35
PK-INV-2026-1125,Peak Logistics,2026-02-10,January 2026,PLG-8466983,Colorado Springs,CO,80901,503.3,270.9,37.93,75.0,Liftgate,0.0,383.83
PK-INV-2026-1126,Peak Logistics,2026-02-10,January 2026,PLG-7426846,Cheyenne,WY,82001,1981.3,387.0,54.18,75.0,Liftgate,0.0,516.18
PK-INV-2026-1127,Peak Logistics,2026-02-10,January 2026,PLG-3233823,Colorado Springs,CO,80901,213.1,183.42,25.68,0.0,,0.0,209.10
PK-INV-2026-1128,Peak Logistics,2026-02-10,January 2026,PLG-4574477,Casper,WY,82601,306.8,786.1,110.05,75.0,Liftgate,0.0,971.15
PK-INV-2026-1129,Peak Logistics,2026-02-10,January 2026,PLG-2685524,Casper,WY,82601,2927.3,1548.0,216.72,0.0,,0.0,1764.72
PK-INV-2026-1130,Peak Logistics,2026-02-10,January 2026,PLG-3345961,Colorado Springs,CO,80901,1116.3,270.9,37.93,0.0,,0.0,308.83
PK-INV-2026-1131,Peak Logistics,2026-02-10,January 2026,PLG-1450038,Colorado Springs,CO,80901,326.4,183.42,25.68,0.0,,-27.94,181.16
PK-INV-2026-1132,Peak Logistics,2026-02-10,January 2026,PLG-1915518,Pocatello,ID,83201,317.1,1152.94,161.41,0.0,,0.0,1314.35
PK-INV-2026-1133,Peak Logistics,2026-02-10,January 2026,PLG-9863176,Casper,WY,82601,672.4,1161.0,162.54,0.0,,0.0,1323.54
PK-INV-2026-1134,Peak Logistics,2026-02-10,January 2026,PLG-8060918,Grand Junction,CO,81501,3330.4,1264.21,176.99,0.0,,0.0,1441.20
HF-INV-2026-3162,Heartland Freight,2026-02-10,January 2026,HFL-6816746,Des Moines,IA,50301,1863.1,594.87,0.0,0.0,,0.0,594.87
HF-INV-2026-3163,Heartland Freight,2026-02-10,January 2026,HFL-5509119,St. Louis,MO,63101,571.7,594.87,0.0,0.0,,0.0,594.87
HF-INV-2026-3164,Heartland Freight,2026-02-10,January 2026,HFL-5563077,Iowa City,IA,52240,1919.1,594.87,0.0,0.0,,0.0,594.87
HF-INV-2026-3165,Heartland Freight,2026-02-10,January 2026,HFL-2293020,Minneapolis,MN,55401,353.8,748.18,0.0,0.0,,0.0,748.18
HF-INV-2026-3166,Heartland Freight,2026-02-10,January 2026,HFL-3799805,Madison,WI,53701,1241.0,748.18,0.0,0.0,,0.0,748.18
HF-INV-2026-3167,Heartland Freight,2026-02-10,January 2026,HFL-2934976,Norfolk,NE,68701,575.4,956.69,0.0,0.0,,0.0,956.69
HF-INV-2026-3168,Heartland Freight,2026-02-10,January 2026,HFL-1206159,Rockford,IL,61101,1847.0,748.18,0.0,0.0,,0.0,748.18
HF-INV-2026-3169,Heartland Freight,2026-02-10,January 2026,HFL-1593302,Duluth,MN,55801,304.4,956.69,0.0,0.0,,-66.05,890.64
HF-INV-2026-3170,Heartland Freight,2026-02-10,January 2026,HFL-4766741,Minneapolis,MN,55401,2088.1,748.18,0.0,0.0,,0.0,748.18
HF-INV-2026-3171,Heartland Freight,2026-02-10,January 2026,HFL-2306728,Norfolk,NE,68701,797.3,956.69,0.0,0.0,,0.0,956.69
HF-INV-2026-3172,Heartland Freight,2026-02-10,January 2026,HFL-4008898,Minneapolis,MN,55401,1062.9,748.18,0.0,0.0,,0.0,748.18
HF-INV-2026-3173,Heartland Freight,2026-02-10,January 2026,HFL-2156393,Rockford,IL,61101,2129.3,748.18,0.0,0.0,,0.0,748.18
HF-INV-2026-3174,Heartland Freight,2026-02-10,January 2026,HFL-2449308,Norfolk,NE,68701,2244.8,956.69,0.0,0.0,,0.0,956.69
HF-INV-2026-3175,Heartland Freight,2026-02-10,January 2026,HFL-6098752,Norfolk,NE,68701,214.8,956.69,0.0,0.0,,0.0,956.69
HF-INV-2026-3176,Heartland Freight,2026-02-10,January 2026,HFL-9277218,St. Paul,MN,55101,1636.3,748.18,0.0,0.0,,0.0,748.18
HF-INV-2026-3177,Heartland Freight,2026-02-10,January 2026,HFL-3526084,Rockford,IL,61101,1900.3,748.18,0.0,0.0,,0.0,748.18
HF-INV-2026-3178,Heartland Freight,2026-02-10,January 2026,HFL-1160974,Des Moines,IA,50301,2278.1,594.87,0.0,0.0,,0.0,594.87
HF-INV-2026-3179,Heartland Freight,2026-02-10,January 2026,HFL-6159172,Springfield,MO,65801,206.7,594.87,0.0,0.0,,0.0,594.87
HF-INV-2026-3180,Heartland Freight,2026-02-10,January 2026,HFL-2004872,Chicago,IL,60601,698.0,748.18,0.0,0.0,,0.0,748.18
HF-INV-2026-3181,Heartland Freight,2026-02-10,January 2026,HFL-9720112,Duluth,MN,55801,1793.7,956.69,0.0,0.0,,0.0,956.69
HF-INV-2026-3182,Heartland Freight,2026-02-10,January 2026,HFL-2424426,Wichita,KS,67201,1804.8,594.87,0.0,0.0,,0.0,594.87
HF-INV-2026-3183,Heartland Freight,2026-02-10,January 2026,HFL-2255447,Minneapolis,MN,55401,411.1,748.18,0.0,0.0,,0.0,748.18
HF-INV-2026-3184,Heartland Freight,2026-02-10,January 2026,HFL-4972370,Minneapolis,MN,55401,1506.7,748.18,0.0,0.0,,0.0,748.18
HF-INV-2026-3185,Heartland Freight,2026-02-10,January 2026,HFL-6473593,St. Louis,MO,63101,793.9,594.87,0.0,0.0,,0.0,594.87
HF-INV-2026-3186,Heartland Freight,2026-02-10,January 2026,HFL-3283577,Milwaukee,WI,53201,1224.4,748.18,0.0,0.0,,0.0,748.18
HF-INV-2026-3187,Heartland Freight,2026-02-10,January 2026,HFL-7820148,Iowa City,IA,52240,547.1,594.87,0.0,0.0,,0.0,594.87
HF-INV-2026-3188,Heartland Freight,2026-02-10,January 2026,HFL-6172545,Duluth,MN,55801,1486.4,956.69,0.0,0.0,,0.0,956.69
HF-INV-2026-3189,Heartland Freight,2026-02-10,January 2026,HFL-6103880,Lincoln,NE,68501,792.0,594.87,0.0,0.0,,0.0,594.87
HF-INV-2026-3190,Heartland Freight,2026-02-10,January 2026,HFL-6499465,St. Paul,MN,55101,1753.8,748.18,0.0,0.0,,0.0,748.18
HF-INV-2026-3191,Heartland Freight,2026-02-10,January 2026,HFL-9614423,Cedar Rapids,IA,52401,404.6,594.87,0.0,0.0,,0.0,594.87
HF-INV-2026-3192,Heartland Freight,2026-02-10,January 2026,HFL-1521470,Des Moines,IA,50301,1736.8,594.87,0.0,0.0,,0.0,594.87
HF-INV-2026-3193,Heartland Freight,2026-02-10,January 2026,HFL-2589226,Kansas City,KS,66101,2184.9,392.49,0.0,0.0,,0.0,392.49
HF-INV-2026-3194,Heartland Freight,2026-02-10,January 2026,HFL-2034637,Madison,WI,53701,445.5,748.18,0.0,0.0,,0.0,748.18
HF-INV-2026-3195,Heartland Freight,2026-02-10,January 2026,HFL-2409947,Rockford,IL,61101,514.4,748.18,0.0,0.0,,0.0,748.18
HF-INV-2026-3196,Heartland Freight,2026-02-10,January 2026,HFL-4317700,Minneapolis,MN,55401,1601.1,748.18,0.0,220.0,"Inside Delivery, Liftgate",0.0,968.18
HF-INV-2026-3197,Heartland Freight,2026-02-10,January 2026,HFL-6562484,Norfolk,NE,68701,2012.8,956.69,0.0,0.0,,0.0,956.69
HF-INV-2026-3198,Heartland Freight,2026-02-10,January 2026,HFL-8267158,Iowa City,IA,52240,298.9,594.87,0.0,0.0,,0.0,594.87
HF-INV-2026-3199,Heartland Freight,2026-02-10,January 2026,HFL-3899223,St. Paul,MN,55101,1077.5,748.18,0.0,0.0,,0.0,748.18
HF-INV-2026-3200,Heartland Freight,2026-02-10,January 2026,HFL-3493621,Milwaukee,WI,53201,682.1,748.18,0.0,0.0,,0.0,748.18
HF-INV-2026-3201,Heartland Freight,2026-02-10,January 2026,HFL-9370012,Kansas City,MO,64101,1633.7,392.49,0.0,0.0,,0.0,392.49
HF-INV-2026-3202,Heartland Freight,2026-02-10,January 2026,HFL-8033593,Kansas City,KS,66101,2238.3,392.49,0.0,135.0,Inside Delivery,0.0,527.49
HF-INV-2026-3203,Heartland Freight,2026-02-10,January 2026,HFL-1327658,Omaha,NE,68101,1721.4,594.87,0.0,0.0,,0.0,594.87
HF-INV-2026-3204,Heartland Freight,2026-02-10,January 2026,HFL-9131572,Wichita,KS,67201,1988.7,594.87,0.0,0.0,,0.0,594.87
HF-INV-2026-3205,Heartland Freight,2026-02-10,January 2026,HFL-4016809,Kansas City,KS,66101,2311.1,392.49,0.0,0.0,,0.0,392.49
HF-INV-2026-3206,Heartland Freight,2026-02-10,January 2026,HFL-5713268,Duluth,MN,55801,919.7,956.69,0.0,0.0,,0.0,956.69
HF-INV-2026-3207,Heartland Freight,2026-02-10,January 2026,HFL-4905100,Chicago,IL,60601,2066.1,748.18,0.0,0.0,,0.0,748.18
HF-INV-2026-3208,Heartland Freight,2026-02-10,January 2026,HFL-1937991,Kansas City,MO,64101,437.2,392.49,0.0,0.0,,0.0,392.49
HF-INV-2026-3209,Heartland Freight,2026-02-10,January 2026,HFL-3914404,Kansas City,MO,64101,1583.2,392.49,0.0,0.0,,0.0,392.49
HF-INV-2026-3210,Heartland Freight,2026-02-10,January 2026,HFL-7019382,Rockford,IL,61101,738.3,748.18,0.0,0.0,,0.0,748.18
HF-INV-2026-3211,Heartland Freight,2026-02-10,January 2026,HFL-3384080,Duluth,MN,55801,1808.1,956.69,0.0,0.0,,0.0,956.69
HF-INV-2026-3212,Heartland Freight,2026-02-10,January 2026,HFL-6185050,Omaha,NE,68101,2181.2,565.12,0.0,0.0,,0.0,565.12
HF-INV-2026-3213,Heartland Freight,2026-02-10,January 2026,HFL-4671004,Rockford,IL,61101,1296.6,710.77,0.0,0.0,,0.0,710.77
HF-INV-2026-3214,Heartland Freight,2026-02-10,January 2026,HFL-4380011,Chicago,IL,60601,1368.5,710.77,0.0,0.0,,0.0,710.77
HF-INV-2026-3215,Heartland Freight,2026-02-10,January 2026,HFL-6428919,Rockford,IL,61101,966.4,710.77,0.0,0.0,,0.0,710.77
CE-INV-2026-5132,Coastal Express,2026-02-10,January 2026,CEX-6323132,Fresno,CA,93721,18.6,32.75,3.11,12.5,Residential,-157.87,-109.51
CE-INV-2026-5133,Coastal Express,2026-02-10,January 2026,CEX-4745298,Bakersfield,CA,93301,12.5,32.75,3.11,12.5,Residential,0.0,48.36
CE-INV-2026-5134,Coastal Express,2026-02-10,January 2026,CEX-3136551,San Diego,CA,92101,32.5,32.75,3.11,0.0,,0.0,35.86
CE-INV-2026-5135,Coastal Express,2026-02-10,January 2026,CEX-1543292,Bakersfield,CA,93301,11.7,32.75,3.11,12.5,Residential,0.0,48.36
CE-INV-2026-5136,Coastal Express,2026-02-10,January 2026,CEX-2746679,Bakersfield,CA,93301,12.2,32.75,3.11,12.5,Residential,0.0,48.36
CE-INV-2026-5137,Coastal Express,2026-02-10,January 2026,CEX-6360633,Oakland,CA,94612,41.6,32.75,3.11,12.5,Residential,0.0,48.36
CE-INV-2026-5138,Coastal Express,2026-02-10,January 2026,CEX-6632941,San Diego,CA,92101,12.1,32.75,3.11,12.5,Residential,0.0,48.36
CE-INV-2026-5139,Coastal Express,2026-02-10,January 2026,CEX-2812519,Los Angeles,CA,90001,22.6,32.75,3.11,0.0,,0.0,35.86
CE-INV-2026-5140,Coastal Express,2026-02-10,January 2026,CEX-7946088,Long Beach,CA,90802,32.9,32.75,3.11,0.0,,0.0,35.86
CE-INV-2026-5141,Coastal Express,2026-02-10,January 2026,CEX-4784650,San Francisco,CA,94102,24.6,32.75,3.11,12.5,Residential,0.0,48.36
CE-INV-2026-5142,Coastal Express,2026-02-10,January 2026,CEX-5380995,Seattle,WA,98101,11.2,32.75,3.11,102.5,Residential + Liftgate,0.0,138.36
CE-INV-2026-5143,Coastal Express,2026-02-10,January 2026,CEX-2258331,Long Beach,CA,90802,42.0,32.75,3.11,12.5,Residential,0.0,48.36
CE-INV-2026-5144,Coastal Express,2026-02-10,January 2026,CEX-9098979,San Diego,CA,92101,27.8,32.75,3.11,0.0,,0.0,35.86
CE-INV-2026-5145,Coastal Express,2026-02-10,January 2026,CEX-3635764,Bakersfield,CA,93301,33.2,32.75,3.11,12.5,Residential,0.0,48.36
CE-INV-2026-5146,Coastal Express,2026-02-10,January 2026,CEX-5450404,Tacoma,WA,98401,7.1,32.75,3.11,12.5,Residential,0.0,48.36
CE-INV-2026-5147,Coastal Express,2026-02-10,January 2026,CEX-9236745,Long Beach,CA,90802,31.1,32.75,3.11,12.5,Residential,0.0,48.36
CE-INV-2026-5148,Coastal Express,2026-02-10,January 2026,CEX-9058573,Long Beach,CA,90802,11.0,32.75,3.11,0.0,,0.0,35.86
CE-INV-2026-5149,Coastal Express,2026-02-10,January 2026,CEX-8945197,Long Beach,CA,90802,12.6,32.75,3.11,0.0,,0.0,35.86
CE-INV-2026-5150,Coastal Express,2026-02-10,January 2026,CEX-5446036,Long Beach,CA,90802,38.5,32.75,3.11,12.5,Residential,0.0,48.36
CE-INV-2026-5151,Coastal Express,2026-02-10,January 2026,CEX-5417373,Long Beach,CA,90802,8.7,32.75,3.11,0.0,,-52.71,-16.85
CE-INV-2026-5152,Coastal Express,2026-02-10,January 2026,CEX-2622400,Portland,OR,97201,22.3,32.75,3.11,12.5,Residential,0.0,48.36
CE-INV-2026-5153,Coastal Express,2026-02-10,January 2026,CEX-2023137,Bakersfield,CA,93301,940.1,604.76,57.45,0.0,,0.0,662.21
CE-INV-2026-5154,Coastal Express,2026-02-10,January 2026,CEX-8966231,Bakersfield,CA,93301,2290.2,1473.27,139.96,0.0,,0.0,1613.23
CE-INV-2026-5155,Coastal Express,2026-02-10,January 2026,CEX-1582647,Long Beach,CA,90802,1749.6,982.26,93.31,0.0,,0.0,1075.57
CE-INV-2026-5156,Coastal Express,2026-02-10,January 2026,CEX-8533636,Eugene,OR,97401,1708.2,1438.52,136.66,0.0,,0.0,1575.18
CE-INV-2026-5157,Coastal Express,2026-02-10,January 2026,CEX-8103052,Eugene,OR,97401,1136.5,957.08,90.92,0.0,,0.0,1048.0
CE-INV-2026-5158,Coastal Express,2026-02-10,January 2026,CEX-5326615,San Diego,CA,92101,949.8,533.23,50.66,0.0,,0.0,583.89
CE-INV-2026-5159,Coastal Express,2026-02-10,January 2026,CEX-7666510,Portland,OR,97201,1371.7,1155.14,109.74,0.0,,0.0,1264.88
CE-INV-2026-5160,Coastal Express,2026-02-10,January 2026,CEX-9767135,San Francisco,CA,94102,1790.6,1151.88,109.43,0.0,,0.0,1261.31
CE-INV-2026-5161,Coastal Express,2026-02-10,January 2026,CEX-2681144,San Diego,CA,92101,2081.8,1168.76,111.03,0.0,,0.0,1279.79
CE-INV-2026-5162,Coastal Express,2026-02-10,January 2026,CEX-6769167,Long Beach,CA,90802,2394.7,1344.43,127.72,0.0,,0.0,1472.15
CE-INV-2026-5163,Coastal Express,2026-02-10,January 2026,CEX-1628569,Bakersfield,CA,93301,2266.0,1457.7,138.48,0.0,,0.0,1596.18
CE-INV-2026-5164,Coastal Express,2026-02-10,January 2026,CEX-6561547,Fresno,CA,93721,1090.7,701.64,66.66,90.0,Liftgate,0.0,858.3
CE-INV-2026-5165,Coastal Express,2026-02-10,January 2026,CEX-1339451,Sacramento,CA,95814,1921.5,1236.09,117.43,0.0,,0.0,1353.52
CE-INV-2026-5166,Coastal Express,2026-02-10,January 2026,CEX-2647814,Long Beach,CA,90802,1409.5,791.32,75.18,0.0,,0.0,866.5
CE-INV-2026-5167,Coastal Express,2026-02-10,January 2026,CEX-6383277,San Diego,CA,92101,2418.7,1357.91,129.0,0.0,,0.0,1486.91
CE-INV-2026-5168,Coastal Express,2026-02-10,January 2026,CEX-7831185,Oakland,CA,94612,1257.0,808.62,76.82,0.0,,0.0,885.44
CE-INV-2026-5169,Coastal Express,2026-02-10,January 2026,CEX-3667115,Portland,OR,97201,2107.3,1774.62,168.59,0.0,,0.0,1943.21
CE-INV-2026-5170,Coastal Express,2026-02-10,January 2026,CEX-1485669,Bakersfield,CA,93301,929.4,597.88,56.8,0.0,,0.0,654.68
CE-INV-2026-5171,Coastal Express,2026-02-10,January 2026,CEX-8657937,Los Angeles,CA,90001,1129.6,634.18,60.25,0.0,,0.0,694.43
CE-INV-2026-5172,Coastal Express,2026-02-10,January 2026,CEX-9474614,Long Beach,CA,90802,881.8,495.05,47.03,0.0,,0.0,542.08
CE-INV-2026-5173,Coastal Express,2026-02-10,January 2026,CEX-8484373,Oakland,CA,94612,1525.9,981.6,93.25,0.0,,0.0,1074.85
CE-INV-2026-5174,Coastal Express,2026-02-10,January 2026,CEX-5339593,Sacramento,CA,95814,1136.0,730.79,69.43,0.0,,0.0,800.22
PK-INV-2026-1135,Peak Logistics,2026-03-08,February 2026,PLG-4776753,Colorado Springs,CO,80901,318.4,243.53,34.09,0.0,,0.0,277.62
PK-INV-2026-1136,Peak Logistics,2026-03-08,February 2026,PLG-1149283,Pocatello,ID,83201,1308.7,2260.84,316.52,0.0,,0.0,2577.36
PK-INV-2026-1137,Peak Logistics,2026-03-08,February 2026,PLG-6124763,Fort Collins,CO,80521,1360.5,333.99,46.76,0.0,,0.0,380.75
PK-INV-2026-1138,Peak Logistics,2026-03-08,February 2026,PLG-8829893,Pocatello,ID,83201,1058.7,2260.84,316.52,0.0,,0.0,2577.36
PK-INV-2026-1139,Peak Logistics,2026-03-08,February 2026,PLG-7278533,Laramie,WY,82070,1070.7,667.98,93.52,0.0,,0.0,761.50
PK-INV-2026-1140,Peak Logistics,2026-03-08,February 2026,PLG-6454894,Laramie,WY,82070,926.4,667.98,93.52,150.0,Redelivery,0.0,911.50
PK-INV-2026-1141,Peak Logistics,2026-03-08,February 2026,PLG-5031599,Pocatello,ID,83201,1958.4,2260.84,316.52,75.0,Liftgate,0.0,2652.36
